CVE_ID;Year;CVSS_Score;Severity;Attack_Vector;Attack_Complexity;Privileges_Required;User_Interaction;Confidentiality_Impact;Integrity_Impact;Availability_Impact;Automatable
CVE-2025-0809;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0810;2025;7.5;HIGH;;;;;;;;no
CVE-2025-0811;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0813;2025;7.0;HIGH;PHYSICAL;LOW;NONE;NONE;;;;no
CVE-2025-0814;2025;6.9;MEDIUM;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0815;2025;7.1;HIGH;ADJACENT;LOW;NONE;NONE;;;;no
CVE-2025-0816;2025;7.1;HIGH;ADJACENT;LOW;NONE;NONE;;;;no
CVE-2025-0817;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0818;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0819;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0820;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0821;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0822;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0823;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0825;2025;6.9;MEDIUM;NETWORK;LOW;NONE;ACTIVE;;;;no
CVE-2025-0826;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0827;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0828;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0829;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0830;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0831;2025;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0832;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0833;2025;8.7;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0834;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0835;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0836;2025;5.3;MEDIUM;NETWORK;LOW;LOW;NONE;;;;no
CVE-2025-0837;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0838;2025;5.9;MEDIUM;ADJACENT;HIGH;LOW;ACTIVE;;;;no
CVE-2025-0839;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0840;2025;6.3;MEDIUM;;;;;;;;no
CVE-2025-0841;2025;6.9;MEDIUM;;;;;;;;no
CVE-2025-0842;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0843;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0844;2025;6.9;MEDIUM;;;;;;;;no
CVE-2025-0845;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0846;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0847;2025;6.9;MEDIUM;;;;;;;;yes
CVE-2025-0848;2025;7.1;HIGH;;;;;;;;no
CVE-2025-0849;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0851;2025;9.3;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0853;2025;7.5;HIGH;;;;;;;;yes
CVE-2025-0855;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0856;2025;7.3;HIGH;;;;;;;;yes
CVE-2025-0858;2025;5.8;MEDIUM;ADJACENT;LOW;HIGH;NONE;;;;no
CVE-2025-0859;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0860;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0861;2025;4.9;MEDIUM;;;;;;;;no
CVE-2025-0862;2025;4.9;MEDIUM;;;;;;;;no
CVE-2025-0863;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0864;2025;6.1;MEDIUM;;;;;;;;no
CVE-2025-0865;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0866;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0867;2025;9.9;CRITICAL;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0868;2025;9.3;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0869;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0870;2025;6.3;MEDIUM;;;;;;;;no
CVE-2025-0871;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0872;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0873;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0874;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0875;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0876;2025;4.1;MEDIUM;NETWORK;HIGH;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0877;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0878;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0879;2025;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2025-0880;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0881;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0882;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0883;2025;2.1;LOW;NETWORK;HIGH;LOW;PASSIVE;;;;no
CVE-2025-0884;2025;7.3;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0885;2025;1.8;LOW;LOCAL;LOW;HIGH;NONE;;;;no
CVE-2025-0886;2025;8.5;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0889;2025;7.2;HIGH;LOCAL;LOW;LOW;NONE;;;;no
CVE-2025-0890;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0893;2025;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0895;2025;2.4;LOW;PHYSICAL;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2025-0896;2025;9.2;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0897;2025;6.4;MEDIUM;;;;;;;;no
CVE-2025-0898;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0899;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0900;2025;3.3;LOW;;;;;;;;no
CVE-2025-0901;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0902;2025;3.3;LOW;;;;;;;;no
CVE-2025-0903;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0904;2025;3.3;LOW;;;;;;;;no
CVE-2025-0905;2025;3.3;LOW;;;;;;;;no
CVE-2025-0906;2025;3.3;LOW;;;;;;;;no
CVE-2025-0907;2025;3.3;LOW;;;;;;;;no
CVE-2025-0908;2025;3.3;LOW;;;;;;;;no
CVE-2025-0909;2025;3.3;LOW;;;;;;;;no
CVE-2025-0910;2025;7.8;HIGH;;;;;;;;no
CVE-2025-0911;2025;3.3;LOW;;;;;;;;no
CVE-2025-0912;2025;9.8;CRITICAL;;;;;;;;yes
CVE-2025-0913;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2025-0914;2025;3.8;LOW;NETWORK;LOW;HIGH;NONE;LOW;LOW;NONE;no
CVE-2025-0915;2025;5.3;MEDIUM;NETWORK;HIGH;LOW;NONE;NONE;NONE;HIGH;no
CVE-2025-0916;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0917;2025;5.5;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;NONE;no
CVE-2025-0918;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0921;2025;6.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2025-0923;2025;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2025-0924;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0926;2025;5.9;MEDIUM;LOCAL;LOW;LOW;REQUIRED;NONE;NONE;HIGH;no
CVE-2025-0928;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0929;2025;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2025-0930;2025;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0932;2025;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2025-0934;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0935;2025;4.3;MEDIUM;;;;;;;;no
CVE-2025-0936;2025;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2025-0937;2025;7.1;HIGH;;;;;;;;no
CVE-2025-0938;2025;6.3;MEDIUM;NETWORK;HIGH;NONE;NONE;;;;no
CVE-2025-0939;2025;6.3;MEDIUM;;;;;;;;no
CVE-2025-0941;2025;5.8;MEDIUM;ADJACENT_NETWORK;HIGH;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0942;2025;8.6;HIGH;NETWORK;LOW;NONE;NONE;HIGH;LOW;LOW;yes
CVE-2025-0943;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0944;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0945;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0946;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0947;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0948;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0949;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0950;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0951;2025;4.3;MEDIUM;;;;;;;;no
CVE-2025-0952;2025;8.1;HIGH;;;;;;;;no
CVE-2025-0953;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0954;2025;6.5;MEDIUM;;;;;;;;yes
CVE-2025-0955;2025;5.3;MEDIUM;;;;;;;;yes
CVE-2025-0956;2025;8.1;HIGH;;;;;;;;no
CVE-2025-0957;2025;7.2;HIGH;;;;;;;;yes
CVE-2025-0958;2025;5.4;MEDIUM;;;;;;;;no
CVE-2025-0959;2025;8.8;HIGH;;;;;;;;yes
CVE-2025-0960;2025;9.3;CRITICAL;NETWORK;LOW;NONE;NONE;;;;yes
CVE-2025-0961;2025;5.1;MEDIUM;;;;;;;;no
CVE-2025-0966;2025;7.6;HIGH;NETWORK;LOW;LOW;NONE;HIGH;LOW;LOW;no
CVE-2025-0967;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0968;2025;5.3;MEDIUM;;;;;;;;yes
CVE-2025-0969;2025;6.5;MEDIUM;;;;;;;;no
CVE-2025-0970;2025;6.9;MEDIUM;;;;;;;;no
CVE-2025-0971;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0972;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0973;2025;5.3;MEDIUM;;;;;;;;no
CVE-2025-0974;2025;2.3;LOW;;;;;;;;no
CVE-2025-0975;2025;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0976;2025;4.7;MEDIUM;LOCAL;HIGH;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0980;2025;6.4;MEDIUM;LOCAL;HIGH;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2025-0981;2025;8.4;HIGH;NETWORK;LOW;HIGH;PASSIVE;;;;no
CVE-2025-0982;2025;9.4;CRITICAL;NETWORK;HIGH;NONE;NONE;;;;no
CVE-2025-0984;2025;8.2;HIGH;NETWORK;LOW;LOW;REQUIRED;LOW;HIGH;LOW;no
CVE-2025-0985;2025;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2025-0986;2025;4.5;MEDIUM;LOCAL;HIGH;NONE;NONE;NONE;LOW;LOW;no
CVE-2025-0987;2025;9.9;CRITICAL;NETWORK;LOW;LOW;NONE;HIGH;HIGH;LOW;no
CVE-2025-0990;2025;4.3;MEDIUM;;;;;;;;no
CVE-2025-0993;2025;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2025-0994;2025;8.6;HIGH;NETWORK;LOW;HIGH;NONE;;;;no
CVE-2025-0995;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2025-0996;2025;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2025-0997;2025;8.1;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;NONE;no
CVE-2025-0999;2025;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2026-0005;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2026-0006;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0007;2026;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2026-0008;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0009;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0010;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0011;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0012;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2026-0013;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0014;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2026-0015;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2026-0016;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0017;2026;7.7;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2026-0018;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0019;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0020;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0021;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0023;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0024;2026;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2026-0025;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0026;2026;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2026-0027;2026;6.7;MEDIUM;LOCAL;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0028;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0029;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0030;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0031;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0032;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0034;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0035;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0036;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0037;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0038;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0039;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0040;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0041;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0042;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0043;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0044;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0045;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0046;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2026-0047;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0048;2026;6.8;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;LOW;NONE;no
CVE-2026-0049;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;NONE;NONE;HIGH;no
CVE-2026-0050;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0051;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0052;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0055;2026;6.2;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2026-0056;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0057;2026;3.3;LOW;LOCAL;LOW;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2026-0059;2026;8.0;HIGH;ADJACENT_NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0060;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0061;2026;5.9;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;LOW;LOW;no
CVE-2026-0063;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0064;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0067;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0068;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0069;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0070;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0071;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0072;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0073;2026;8.8;HIGH;ADJACENT_NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0074;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0075;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0076;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0077;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0078;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0079;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0080;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0081;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0082;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0083;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0085;2026;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0086;2026;6.8;MEDIUM;LOCAL;LOW;NONE;NONE;HIGH;LOW;NONE;no
CVE-2026-0087;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0088;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0089;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0091;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0092;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0093;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0094;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0095;2026;8.0;HIGH;ADJACENT_NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0096;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0097;2026;8.0;HIGH;ADJACENT_NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0098;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0099;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0100;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0102;2026;3.1;LOW;;;;;;;;no
CVE-2026-0106;2026;9.3;CRITICAL;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0107;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0108;2026;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2026-0109;2026;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2026-0110;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0111;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0112;2026;7.4;HIGH;LOCAL;HIGH;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0113;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0114;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0115;2026;2.1;LOW;PHYSICAL;LOW;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2026-0116;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0117;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0118;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0119;2026;6.8;MEDIUM;PHYSICAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0120;2026;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2026-0121;2026;2.9;LOW;LOCAL;HIGH;NONE;NONE;LOW;NONE;NONE;no
CVE-2026-0122;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0123;2026;8.4;HIGH;LOCAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0124;2026;10.0;CRITICAL;NETWORK;LOW;NONE;NONE;;;;no
CVE-2026-0125;2026;7.0;HIGH;LOCAL;HIGH;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0126;2026;;;;;;;;;;no
CVE-2026-0127;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0128;2026;;;;;;;;;;
CVE-2026-0129;2026;3.5;LOW;NETWORK;LOW;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2026-0130;2026;3.5;LOW;NETWORK;LOW;LOW;REQUIRED;LOW;NONE;NONE;no
CVE-2026-0131;2026;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2026-0132;2026;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0133;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0134;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0135;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0136;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0137;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0138;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0139;2026;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0140;2026;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;NONE;NONE;no
CVE-2026-0141;2026;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0142;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0143;2026;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2026-0144;2026;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2026-0145;2026;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2026-0146;2026;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
